LSP Name,Lender,Portfolio,Amount,AsOnTimestamp,ScrapeTimestamp,Complete
Groww Credit,Lender A,,,,2026-01-12 06:49:26,Partial
Groww Credit,Lender A,Portfolio A1,13.16,2025-12-31,2026-01-12 06:49:26,Partial
