LSP Name,Lender,Portfolio,Amount,AsOnTimestamp,ScrapeTimestamp,Complete
ADJ Utility Apps Private Limited,,Partner 1,36.63,31-12-2025,14-01-2026 10:44,Completed
ADJ Utility Apps Private Limited,,Partner 2,120.94,31-12-2025,14-01-2026 10:44,Completed
ADJ Utility Apps Private Limited,,Partner 3,292.27,31-12-2025,14-01-2026 10:44,Completed
ADJ Utility Apps Private Limited,,Partner 4,3.93,31-12-2025,14-01-2026 10:44,Completed
ADJ Utility Apps Private Limited,,Partner 5,66.63,31-12-2025,14-01-2026 10:44,Completed
ADJ Utility Apps Private Limited,,Partner 6,113.09,31-12-2025,14-01-2026 10:44,Completed
ADJ Utility Apps Private Limited,,Partner 7,42.31,31-12-2025,14-01-2026 10:44,Completed
ADJ Utility Apps Private Limited,,Partner 8,79.15,31-12-2025,14-01-2026 10:44,Completed
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 1,16.82,31-12-2025,14-01-2026 10:44,Completed
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 2,179.35,31-12-2025,14-01-2026 10:44,Completed
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 3,88.56,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A1,98.33,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A2,71.73,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A3,77.09,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A4,111.91,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A5,203.46,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A6,196.54,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A7,253.24,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A8,346.64,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A9,371.83,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A10,465.65,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A11,736.29,31-12-2025,14-01-2026 10:44,Completed
CRED,A,A12,979.55,31-12-2025,14-01-2026 10:44,Completed
CRED,B,B1,36.57,31-12-2025,14-01-2026 10:44,Completed
CRED,C,C1.1,309.96,31-12-2025,14-01-2026 10:44,Completed
CRED,C,C2.1,68.64,31-12-2025,14-01-2026 10:44,Completed
CRED,C,C2.2,468.67,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A1,98.33,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A2,71.73,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A3,77.09,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A4,111.91,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A5,203.46,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A6,196.54,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A7,253.24,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A8,346.64,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A9,371.83,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A10,465.65,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A11,736.29,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,A,A12,979.55,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,B,B1,36.57,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,C,C1.1,309.96,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,C,C2.1,68.64,31-12-2025,14-01-2026 10:44,Completed
CreditVidya,C,C2.2,468.67,31-12-2025,14-01-2026 10:44,Completed
Fingel Management Services Pvt. Ltd.,,Portfolio - 1,0.05,30-06-2023,14-01-2026 10:44,Completed
