LSP Name,Lender,Portfolio,Amount,AsOnTimestamp,ScrapeTimestamp,Complete
ADJ Utility Apps Private Limited,,Partner 1,366335529.0,2025-12-31,2026-01-13 11:02:39,Completed
ADJ Utility Apps Private Limited,,Partner 2,1209366040.0,2025-12-31,2026-01-13 11:02:39,Completed
ADJ Utility Apps Private Limited,,Partner 3,2922716869.0,2025-12-31,2026-01-13 11:02:39,Completed
ADJ Utility Apps Private Limited,,Partner 4,39268711.0,2025-12-31,2026-01-13 11:02:39,Completed
ADJ Utility Apps Private Limited,,Partner 5,666278820.0,2025-12-31,2026-01-13 11:02:39,Completed
ADJ Utility Apps Private Limited,,Partner 6,1130941255.0,2025-12-31,2026-01-13 11:02:39,Completed
ADJ Utility Apps Private Limited,,Partner 7,423111502.0,2025-12-31,2026-01-13 11:02:39,Completed
ADJ Utility Apps Private Limited,,Partner 8,791495891.0,2025-12-31,2026-01-13 11:02:39,Completed
ADJ Utility Apps Private Limited,,Total,7549514617.0,2025-12-31,2026-01-13 11:02:39,Completed
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 1,16.82,,2026-01-13 11:02:40,Partial
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 2,179.35,,2026-01-13 11:02:40,Partial
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 3,88.56,,2026-01-13 11:02:40,Partial
CRED,Lender A,A1,98.33,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A2,71.73,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A3,77.09,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A4,111.91,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A5,203.46,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A6,196.54,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A7,253.24,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A8,346.64,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A9,371.83,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A10,465.65,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A11,736.29,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender A,A12,979.55,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender B,B1,36.57,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender C,C1.1,309.96,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender C,C2.1,68.64,2025-12-31,2026-01-13 11:02:46,Completed
CRED,Lender C,C2.2,468.67,2025-12-31,2026-01-13 11:02:46,Completed
CreditVidya,Lender A,A1,98.33,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A2,71.73,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A3,77.09,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A4,111.91,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A5,203.46,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A6,196.54,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A7,253.24,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A8,346.64,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A9,371.83,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A10,465.65,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A11,736.29,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender A,A12,979.55,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender B,B1,36.57,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender C,C1.1,309.96,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender C,C2.1,68.64,2025-12-31,2026-01-13 11:02:50,Completed
CreditVidya,Lender C,C2.2,468.67,2025-12-31,2026-01-13 11:02:50,Completed
Fingel Management Services Pvt. Ltd.,,Portfolio - 1,0.05,2023-06-30,2026-01-13 11:02:54,Completed
Flexi Payment,Portfolio 1,"199,674,078",,,2026-01-13 11:02:58,Partial
Flexi Payment,Portfolio 2,"39,599,198",,,2026-01-13 11:02:58,Partial
Flexi Payment,Portfolio 3,"10,610,063",,,2026-01-13 11:02:58,Partial
Flexi Payment,Portfolio 4,"3,085,290",,1985-03-13,2026-01-13 11:02:58,Partial
Flexi Payment,Portfolio 5,"2,069,863",,2069-02-13,2026-01-13 11:02:58,Partial
Flexi Payment,Portfolio 6,"8,208,334",,,2026-01-13 11:02:58,Partial
Flexi Payment,Portfolio 7,"5,932,536",,,2026-01-13 11:02:58,Partial
Flexi Payment,Total,"269,179,362",,,2026-01-13 11:02:58,Partial
Groww Credit,Lender A,,,2025-12-31,2026-01-13 11:03:05,Partial
Groww Credit,Lender A,Portfolio A1,13.16,2025-12-31,2026-01-13 11:03:05,Partial
Kissht,1,Portfolio 1,167.87,2025-12-31,2026-01-13 11:03:06,Completed
Kissht,2,Portfolio 1,78.58,2025-12-31,2026-01-13 11:03:06,Completed
Kissht,,Portfolio 2,180.47,2025-12-31,2026-01-13 11:03:06,Completed
Kissht,,Portfolio 3,384.21,2025-12-31,2026-01-13 11:03:06,Completed
Kissht,3,Portfolio 1,137.33,2025-12-31,2026-01-13 11:03:06,Completed
Kissht,,Portfolio 2,379.85,2025-12-31,2026-01-13 11:03:06,Completed
Kissht,4,Portfolio 1,0.37,2025-12-31,2026-01-13 11:03:06,Completed
Kissht,4,7,1328.68,2025-12-31,2026-01-13 11:03:06,Completed
KrazyBee Services Limited,,Portfolio- 1,1396.76,2025-12-31,2026-01-13 11:03:07,Completed
KrazyBee Services Limited,,Portfolio- 2,5006.15,2025-12-31,2026-01-13 11:03:07,Completed
KrazyBee Services Limited,,Portfolio- 3,1769.54,2025-12-31,2026-01-13 11:03:07,Completed
KrazyBee Services Limited,,Portfolio- 4,3640.28,2025-12-31,2026-01-13 11:03:07,Completed
KrazyBee Services Limited,,Portfolio- 5,1591.03,2025-12-31,2026-01-13 11:03:07,Completed
KrazyBee Services Limited,,Portfolio- 6,1507.95,2025-12-31,2026-01-13 11:03:07,Completed
KrazyBee Services Limited,,Portfolio- 7,967.54,2025-12-31,2026-01-13 11:03:07,Completed
KrazyBee Services Limited,,Portfolio- 8,933.64,2025-12-31,2026-01-13 11:03:07,Completed
KrazyBee Services Limited,,Portfolio- 9,337.13,2025-12-31,2026-01-13 11:03:07,Completed
Moneyview Limited,,Partner 1,286.18,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 2,354.29,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 3,1344.26,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 4,823.86,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 5,3362.74,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 6,0.05,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 7,1624.71,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 8,416.92,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 9,323.75,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 10,158.52,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 11,4.45,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 12,948.44,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 13,472.65,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 14,423.03,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 15,26.42,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 16,34.85,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,Partner 17,2.61,2025-12-31,2026-01-13 11:03:17,Partial
Moneyview Limited,,,,2025-12-31,2026-01-13 11:03:17,Partial
MyShubhLife,,Portfolio 1,14.9,2024-03-31,2026-01-13 11:03:17,Completed
MyShubhLife,,Portfolio 2,16.96,2024-03-31,2026-01-13 11:03:17,Completed
MyShubhLife,,Grand Total,31.86,2024-03-31,2026-01-13 11:03:17,Completed
Navi Finserv,,1,159.5,2025-05-31,2026-01-13 11:03:18,Completed
Navi Finserv,,1,118.5,2025-05-31,2026-01-13 11:03:18,Completed
Navi Finserv,,1,10.55,2026-10-01,2026-01-13 11:03:18,Completed
Navi Finserv,,3,288.55,2025-05-31,2026-01-13 11:03:18,Completed
OkCredit,,1,50.4,,2026-01-13 11:03:19,Partial
OkCredit,,2,34.6,,2026-01-13 11:03:19,Partial
OkCredit,,3,33.2,,2026-01-13 11:03:19,Partial
OkCredit,,4*,4.6,,2026-01-13 11:03:19,Partial
OnEMI Technlology Solutions Limited,1,Portfolio 1,167.87,2025-12-31,2026-01-13 11:03:20,Completed
OnEMI Technlology Solutions Limited,2,Portfolio 1,78.58,2025-12-31,2026-01-13 11:03:20,Completed
OnEMI Technlology Solutions Limited,,Portfolio 2,180.47,2025-12-31,2026-01-13 11:03:20,Completed
OnEMI Technlology Solutions Limited,,Portfolio 3,384.21,2025-12-31,2026-01-13 11:03:20,Completed
OnEMI Technlology Solutions Limited,3,Portfolio 1,137.33,2025-12-31,2026-01-13 11:03:20,Completed
OnEMI Technlology Solutions Limited,,Portfolio 2,379.85,2025-12-31,2026-01-13 11:03:20,Completed
OnEMI Technlology Solutions Limited,4,Portfolio 1,0.37,2025-12-31,2026-01-13 11:03:20,Completed
OnEMI Technlology Solutions Limited,4,7,1328.68,2025-12-31,2026-01-13 11:03:20,Completed
