LSP Name,Lender,Portfolio,Amount,AsOnTimestamp,ScrapeTimestamp,Complete
https://revfin.in/,,,72100.0,,2026-01-13 05:20:00,Partial
https://www.myshubhlife.com/,,Portfolio 1,14.9,,2026-01-13 05:20:27,Partial
https://www.myshubhlife.com/,,Portfolio 2,16.96,,2026-01-13 05:20:27,Partial
https://www.myshubhlife.com/,,Grand Total,31.86,,2026-01-13 05:20:27,Partial
https://fingel.in,,Portfolio - 1,0.05,,2026-01-13 05:20:38,Partial
https://navi.com/,,1,159.5,,2026-01-13 05:21:08,Partial
https://navi.com/,,1,118.5,,2026-01-13 05:21:08,Partial
https://navi.com/,,1,10.55,2026-01-10,2026-01-13 05:21:08,Partial
https://navi.com/,,3,288.55,,2026-01-13 05:21:08,Partial
https://kissht.com/,1,Portfolio 1,167.87,,2026-01-13 05:21:09,Partial
https://kissht.com/,2,Portfolio 1,78.58,,2026-01-13 05:21:09,Partial
https://kissht.com/,,Portfolio 2,180.47,,2026-01-13 05:21:09,Partial
https://kissht.com/,,Portfolio 3,384.21,,2026-01-13 05:21:09,Partial
https://kissht.com/,3,Portfolio 1,137.33,,2026-01-13 05:21:09,Partial
https://kissht.com/,,Portfolio 2,379.85,,2026-01-13 05:21:09,Partial
https://kissht.com/,4,Portfolio 1,0.37,,2026-01-13 05:21:09,Partial
https://kissht.com/,4,7,1328.68,,2026-01-13 05:21:09,Partial
https://karmalife.ai/,,Portfolio 1,18.28,,2026-01-13 05:21:10,Partial
https://karmalife.ai/,,Portfolio 2,8.08,,2026-01-13 05:21:10,Partial
https://karmalife.ai/,,Portfolio 3,7.88,,2026-01-13 05:21:10,Partial
https://karmalife.ai/,,Portfolio 4,5.54,,2026-01-13 05:21:10,Partial
https://karmalife.ai/,,Portfolio 5,2.31,,2026-01-13 05:21:10,Partial
https://karmalife.ai/,,Portfolio 6,2.23,,2026-01-13 05:21:10,Partial
https://karmalife.ai/,,Portfolio 7,1.84,,2026-01-13 05:21:10,Partial
https://karmalife.ai/,,Portfolio 8,1.67,,2026-01-13 05:21:10,Partial
https://karmalife.ai/,,Portfolio 9,0.01,,2026-01-13 05:21:10,Partial
https://karmalife.ai/,,Total,47.85,,2026-01-13 05:21:10,Partial
https://www.paisabazaar.com/,,,,,2026-01-13 05:21:11,Error
https://www.phonepe.com/,S.No,S.No,,,2026-01-13 05:21:12,Partial
https://www.phonepe.com/,1,1,1.0,2026-01-01,2026-01-13 05:21:12,Partial
https://www.phonepe.com/,2,2,2.0,2026-01-02,2026-01-13 05:21:12,Partial
https://www.phonepe.com/,3,3,3.0,2026-01-03,2026-01-13 05:21:12,Partial
https://okcredit.com/,,1,50.4,,2026-01-13 05:21:12,Partial
https://okcredit.com/,,2,34.6,,2026-01-13 05:21:12,Partial
https://okcredit.com/,,3,33.2,,2026-01-13 05:21:12,Partial
https://okcredit.com/,,4*,4.6,,2026-01-13 05:21:12,Partial
https://www.truecredits.in/,,Portfolio - 1,1009.2,,2026-01-13 05:21:22,Partial
https://www.truecredits.in/,,Portfolio - 2,555.8,,2026-01-13 05:21:22,Partial
https://www.truecredits.in/,,Portfolio - 3,390.9,,2026-01-13 05:21:22,Partial
https://www.truecredits.in/,,Portfolio - 4,474.8,,2026-01-13 05:21:22,Partial
https://www.truecredits.in/,,Portfolio - 5,94.5,,2026-01-13 05:21:22,Partial
https://www.truecredits.in/,,Portfolio - 6,36.2,,2026-01-13 05:21:22,Partial
https://www.truecredits.in/,,Portfolio - 7,248.0,,2026-01-13 05:21:22,Partial
https://www.truecredits.in/,,Portfolio - 8,244.1,,2026-01-13 05:21:22,Partial
https://www.truecredits.in/,,Total,3053.5,,2026-01-13 05:21:22,Partial
https://www.uni.cards/,RE - 1,Portfolio - 1,35.85,,2026-01-13 05:21:23,Partial
https://www.uni.cards/,1,1,35.85,,2026-01-13 05:21:23,Partial
https://moneyview.in/,,Partner 1,286.18,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 2,354.29,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 3,1344.26,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 4,823.86,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 5,3362.74,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 6,0.05,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 7,1624.71,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 8,416.92,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 9,323.75,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 10,158.52,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 11,4.45,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 12,948.44,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 13,472.65,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 14,423.03,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 15,26.42,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 16,34.85,,2026-01-13 05:21:27,Partial
https://moneyview.in/,,Partner 17,2.61,,2026-01-13 05:21:27,Partial
https://www.bajajfinservmarkets.in/,,,,,2026-01-13 05:21:27,Error
http://www.nirafinance.com/,,,,,2026-01-13 05:21:28,Error
