LSP Name,Lender,Portfolio,Amount,AsOnTimestamp,ScrapeTimestamp,Complete
ADJ Utility Apps Private Limited,,Partner 1,366335529.0,2025-12-31,2026-01-13 11:34:04,Completed
ADJ Utility Apps Private Limited,,Partner 2,1209366040.0,2025-12-31,2026-01-13 11:34:04,Completed
ADJ Utility Apps Private Limited,,Partner 3,2922716869.0,2025-12-31,2026-01-13 11:34:04,Completed
ADJ Utility Apps Private Limited,,Partner 4,39268711.0,2025-12-31,2026-01-13 11:34:04,Completed
ADJ Utility Apps Private Limited,,Partner 5,666278820.0,2025-12-31,2026-01-13 11:34:04,Completed
ADJ Utility Apps Private Limited,,Partner 6,1130941255.0,2025-12-31,2026-01-13 11:34:04,Completed
ADJ Utility Apps Private Limited,,Partner 7,423111502.0,2025-12-31,2026-01-13 11:34:04,Completed
ADJ Utility Apps Private Limited,,Partner 8,791495891.0,2025-12-31,2026-01-13 11:34:04,Completed
ADJ Utility Apps Private Limited,,Total,7549514617.0,2025-12-31,2026-01-13 11:34:04,Completed
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 1,16.82,,2026-01-13 11:34:04,Partial
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 2,179.35,,2026-01-13 11:34:04,Partial
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 3,88.56,,2026-01-13 11:34:04,Partial
CRED,Lender A,A1,98.33,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A2,71.73,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A3,77.09,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A4,111.91,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A5,203.46,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A6,196.54,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A7,253.24,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A8,346.64,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A9,371.83,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A10,465.65,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A11,736.29,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender A,A12,979.55,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender B,B1,36.57,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender C,C1.1,309.96,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender C,C2.1,68.64,2025-12-31,2026-01-13 11:34:11,Completed
CRED,Lender C,C2.2,468.67,2025-12-31,2026-01-13 11:34:11,Completed
CreditVidya,Lender A,A1,98.33,2025-12-31,2026-01-13 11:34:14,Completed
CreditVidya,Lender A,A2,71.73,2025-12-31,2026-01-13 11:34:14,Completed
CreditVidya,Lender A,A3,77.09,2025-12-31,2026-01-13 11:34:14,Completed
CreditVidya,Lender A,A4,111.91,2025-12-31,2026-01-13 11:34:14,Completed
CreditVidya,Lender A,A5,203.46,2025-12-31,2026-01-13 11:34:14,Completed
CreditVidya,Lender A,A6,196.54,2025-12-31,2026-01-13 11:34:14,Completed
