LSP Name,Lender,Portfolio,Amount,AsOnTimestamp,ScrapeTimestamp,Complete
ADJ Utility Apps Private Limited,,Partner 1,366335529.0,2025-12-31,2026-01-13 10:50:31,Completed
ADJ Utility Apps Private Limited,,Partner 2,1209366040.0,2025-12-31,2026-01-13 10:50:31,Completed
ADJ Utility Apps Private Limited,,Partner 3,2922716869.0,2025-12-31,2026-01-13 10:50:31,Completed
ADJ Utility Apps Private Limited,,Partner 4,39268711.0,2025-12-31,2026-01-13 10:50:31,Completed
ADJ Utility Apps Private Limited,,Partner 5,666278820.0,2025-12-31,2026-01-13 10:50:31,Completed
ADJ Utility Apps Private Limited,,Partner 6,1130941255.0,2025-12-31,2026-01-13 10:50:31,Completed
ADJ Utility Apps Private Limited,,Partner 7,423111502.0,2025-12-31,2026-01-13 10:50:31,Completed
ADJ Utility Apps Private Limited,,Partner 8,791495891.0,2025-12-31,2026-01-13 10:50:31,Completed
ADJ Utility Apps Private Limited,,Total,7549514617.0,2025-12-31,2026-01-13 10:50:31,Completed
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 1,16.82,,2026-01-13 10:50:32,Partial
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 2,179.35,,2026-01-13 10:50:32,Partial
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 3,88.56,,2026-01-13 10:50:32,Partial
CRED,Lender A,A1,98.33,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A2,71.73,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A3,77.09,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A4,111.91,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A5,203.46,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A6,196.54,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A7,253.24,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A8,346.64,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A9,371.83,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A10,465.65,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A11,736.29,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender A,A12,979.55,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender B,B1,36.57,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender C,C1.1,309.96,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender C,C2.1,68.64,2025-12-31,2026-01-13 10:50:36,Completed
CRED,Lender C,C2.2,468.67,2025-12-31,2026-01-13 10:50:36,Completed
CreditVidya,Lender A,A1,98.33,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A2,71.73,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A3,77.09,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A4,111.91,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A5,203.46,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A6,196.54,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A7,253.24,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A8,346.64,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A9,371.83,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A10,465.65,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A11,736.29,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender A,A12,979.55,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender B,B1,36.57,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender C,C1.1,309.96,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender C,C2.1,68.64,2025-12-31,2026-01-13 10:50:39,Completed
CreditVidya,Lender C,C2.2,468.67,2025-12-31,2026-01-13 10:50:39,Completed
Fingel Management Services Pvt. Ltd.,,Portfolio - 1,0.05,,2026-01-13 10:50:43,Partial
Groww Credit,Lender A,,,2025-12-31,2026-01-13 10:50:55,Partial
Groww Credit,Lender A,Portfolio A1,13.16,2025-12-31,2026-01-13 10:50:55,Partial
Kissht,1,Portfolio 1,167.87,,2026-01-13 10:50:55,Partial
Kissht,2,Portfolio 1,78.58,,2026-01-13 10:50:55,Partial
Kissht,,Portfolio 2,180.47,,2026-01-13 10:50:55,Partial
Kissht,,Portfolio 3,384.21,,2026-01-13 10:50:55,Partial
Kissht,3,Portfolio 1,137.33,,2026-01-13 10:50:55,Partial
Kissht,,Portfolio 2,379.85,,2026-01-13 10:50:55,Partial
Kissht,4,Portfolio 1,0.37,,2026-01-13 10:50:55,Partial
Kissht,4,7,1328.68,,2026-01-13 10:50:55,Partial
KrazyBee Services Limited,,Portfolio- 1,1396.76,2025-12-31,2026-01-13 10:50:56,Completed
KrazyBee Services Limited,,Portfolio- 2,5006.15,2025-12-31,2026-01-13 10:50:56,Completed
KrazyBee Services Limited,,Portfolio- 3,1769.54,2025-12-31,2026-01-13 10:50:56,Completed
KrazyBee Services Limited,,Portfolio- 4,3640.28,2025-12-31,2026-01-13 10:50:56,Completed
KrazyBee Services Limited,,Portfolio- 5,1591.03,2025-12-31,2026-01-13 10:50:56,Completed
KrazyBee Services Limited,,Portfolio- 6,1507.95,2025-12-31,2026-01-13 10:50:56,Completed
KrazyBee Services Limited,,Portfolio- 7,967.54,2025-12-31,2026-01-13 10:50:56,Completed
KrazyBee Services Limited,,Portfolio- 8,933.64,2025-12-31,2026-01-13 10:50:56,Completed
KrazyBee Services Limited,,Portfolio- 9,337.13,2025-12-31,2026-01-13 10:50:56,Completed
Moneyview Limited,,Partner 1,286.18,2025-12-31,2026-01-13 10:51:02,Partial
Moneyview Limited,,Partner 2,354.29,2025-12-31,2026-01-13 10:51:02,Partial
Moneyview Limited,,Partner 3,1344.26,2025-12-31,2026-01-13 10:51:02,Partial
Moneyview Limited,,Partner 4,823.86,2025-12-31,2026-01-13 10:51:02,Partial
