LSP Name,Lender,Portfolio,Amount,AsOnTimestamp,ScrapeTimestamp,Complete
ADJ Utility Apps Private Limited,,Partner 1,36.63,2025-12-31,2026-01-14 10:03:14,Completed
ADJ Utility Apps Private Limited,,Partner 2,120.94,2025-12-31,2026-01-14 10:03:14,Completed
ADJ Utility Apps Private Limited,,Partner 3,292.27,2025-12-31,2026-01-14 10:03:14,Completed
ADJ Utility Apps Private Limited,,Partner 4,3.93,2025-12-31,2026-01-14 10:03:14,Completed
ADJ Utility Apps Private Limited,,Partner 5,66.63,2025-12-31,2026-01-14 10:03:14,Completed
ADJ Utility Apps Private Limited,,Partner 6,113.09,2025-12-31,2026-01-14 10:03:14,Completed
ADJ Utility Apps Private Limited,,Partner 7,42.31,2025-12-31,2026-01-14 10:03:14,Completed
ADJ Utility Apps Private Limited,,Partner 8,79.15,2025-12-31,2026-01-14 10:03:14,Completed
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 1,16.82,2025-12-31,2026-01-14 10:03:14,Completed
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 2,179.35,2025-12-31,2026-01-14 10:03:14,Completed
AKARA CAPITAL ADVISORS PRIVATE LIMITED,,Portfolio - 3,88.56,2025-12-31,2026-01-14 10:03:14,Completed
CRED,A,A1,,2025-12-31,2026-01-14 10:03:23,Partial
CRED,A,A2,,2025-12-31,2026-01-14 10:03:23,Partial
CRED,A,A3,,2025-12-31,2026-01-14 10:03:23,Partial
CRED,A,A4,,2025-12-31,2026-01-14 10:03:23,Partial
CRED,A,A5,,2025-12-31,2026-01-14 10:03:23,Partial
CRED,A,A6,,2025-12-31,2026-01-14 10:03:23,Partial
CRED,A,A7,,2025-12-31,2026-01-14 10:03:23,Partial
CRED,A,A8,,2025-12-31,2026-01-14 10:03:23,Partial
CRED,A,A9,,2025-12-31,2026-01-14 10:03:23,Partial
CRED,A,A10,,2025-12-31,2026-01-14 10:03:23,Partial
CRED,A,A11,,2025-12-31,2026-01-14 10:03:23,Partial
